id,label
297,0
18747,1
7544,0
462,0
14851,2
18422,1
6830,0
6132,0
698,0
10308,1
13598,2
10486,1
550,0
366,0
1794,2
7061,0
8690,0
17127,2
5240,1
13073,1
8574,0
8990,2
225,0
16024,1
12131,1
14340,1
7626,0
18785,2
14585,1
18980,1
7711,1
8634,0
19791,2
1399,1
8121,0
10952,2
15382,2
6286,0
7731,1
8030,0
3067,1
14129,1
6223,0
59,0
2532,1
18948,2
539,0
10251,1
5825,1
6792,0
10183,2
697,0
6980,0
7690,0
2931,0
12470,1
10756,1
9739,1
9704,2
598,0
6669,1
6308,0
16092,2
8119,0
17264,2
14757,2
7702,2
5724,0
6423,2
1653,2
7306,1
8091,0
433,2
8284,0
11167,2
1283,0
3650,1
7857,0
3658,1
11466,2
9311,1
647,0
7759,0
8572,0
72,0
12511,1
7687,0
4907,1
6376,0
7811,0
2674,2
7235,0
7221,2
15553,1
5709,0
8186,0
3097,2
5977,0
4332,2
3061,0
2589,1
13735,2
19565,2
2100,1
6485,0
916,2
9079,2
13744,2
7869,2
6454,0
8445,1
8148,0
8829,1
7706,0
9072,1
6998,0
7180,2
7912,0
6320,2
7167,2
5907,0
16566,2
6560,0
5368,2
17981,1
6116,0
17583,2
3094,0
19445,1
5768,0
10201,2
6192,2
1272,0
12566,2
5912,0
8641,0
892,2
8631,0
7988,1
8611,0
3303,2
15230,1
8232,0
18787,1
15306,2
7206,0
6492,0
8288,0
9328,1
6650,0
3550,1
606,2
6489,0
11573,2
15181,2
7740,2
3052,0
7292,1
7849,0
6597,0
16826,2
6255,0
564,0
14596,1
2231,1
8067,1
651,0
4341,1
6984,2
19236,1
6101,0
7924,0
17331,1
7827,0
6098,1
7925,2
2992,2
12389,2
8367,0
6827,1
7502,0
6853,2
12286,2
6888,0
2371,1
15322,2
13496,1
18270,1
16258,1
7504,0
6954,0
3672,1
8221,0
11016,1
1787,1
10089,2
6080,0
7965,0
15551,2
6810,0
9655,1
7013,0
4553,2
8154,0
8392,0
8135,0
15702,2
7320,0
6480,1
10023,1
13040,2
6419,0
4960,2
6667,2
7051,0
7158,0
